age,gender,height_cm,weight_kg,activity_level,Mod_act,Vig_act,bmi,bmi_category,fitness_goal
56,Female,157.5,54.0,High Activity,5.0,5.0,21.77,Normal,Fat Loss
63,Male,170.2,72.6,High Activity,20.0,0.0,25.06,Overweight,Fat Loss
61,Female,160.0,70.3,High Activity,10.0,0.0,27.46,Overweight,Fat Loss
65,Male,175.3,86.2,High Activity,30.0,8.0,28.06,Overweight,Fat Loss
63,Female,162.6,68.0,High Activity,30.0,0.0,25.75,Overweight,Fat Loss
28,Female,154.9,49.9,High Activity,40.0,0.0,20.78,Normal,Fat Loss
42,Male,172.7,83.9,High Activity,60.0,4.0,28.13,Overweight,Fat Loss
60,Female,172.7,90.7,High Activity,28.0,7.0,30.41,Obese,Fat Loss
61,Male,182.9,106.6,High Activity,20.0,0.0,31.87,Obese,Fat Loss
55,Female,175.3,65.8,High Activity,20.0,0.0,21.41,Normal,Fat Loss
53,Female,162.6,62.1,High Activity,20.0,20.0,23.52,Normal,Fat Loss
54,Male,175.3,86.2,High Activity,6.0,2.0,28.06,Overweight,Fat Loss
65,Female,193.0,115.7,High Activity,40.0,15.0,31.04,Obese,Fat Loss
56,Male,154.9,124.7,Moderate Activity,3.0,2.0,51.96,Obese,Fat Loss
55,Female,180.3,120.2,Moderate Activity,1.0,2.0,36.96,Obese,Fat Loss
49,Male,154.9,72.6,High Activity,15.0,5.0,30.23,Obese,Fat Loss
47,Female,160.0,68.0,High Activity,10.0,0.0,26.57,Overweight,Fat Loss
23,Female,160.0,49.9,High Activity,10.0,3.0,19.49,Normal,Fat Loss
58,Male,185.4,90.7,High Activity,11.0,0.0,26.39,Overweight,Fat Loss
58,Female,167.6,59.0,High Activity,7.0,0.0,20.98,Normal,Fat Loss
61,Female,162.6,65.8,High Activity,50.0,20.0,24.89,Normal,Fat Loss
61,Male,182.9,117.9,High Activity,20.0,10.0,35.26,Obese,Fat Loss
44,Female,165.1,61.2,High Activity,5.0,4.0,22.46,Normal,Fat Loss
19,Male,182.9,77.1,High Activity,5.0,5.0,23.06,Normal,Fat Loss
18,Male,182.9,73.5,High Activity,5.0,5.0,21.97,Normal,Fat Loss
57,Female,162.6,70.8,High Activity,20.0,0.0,26.78,Overweight,Fat Loss
65,Female,170.2,62.6,High Activity,8.0,0.0,21.61,Normal,Fat Loss
52,Male,180.3,81.6,High Activity,12.0,0.0,25.1,Overweight,Fat Loss
51,Female,165.1,61.2,High Activity,48.0,0.0,22.46,Normal,Fat Loss
55,Female,162.6,59.0,Moderate Activity,3.0,1.0,22.31,Normal,Fat Loss
50,Male,188.0,99.8,Moderate Activity,3.0,2.0,28.25,Overweight,Fat Loss
49,Female,152.4,59.0,High Activity,5.0,0.0,25.39,Overweight,Fat Loss
64,Male,170.2,99.8,High Activity,20.0,4.0,34.46,Obese,Fat Loss
56,Male,175.3,83.9,High Activity,3.0,3.0,27.32,Overweight,Fat Loss
54,Female,162.6,59.0,High Activity,3.0,3.0,22.31,Normal,Fat Loss
45,Male,188.0,95.3,High Activity,55.0,3.0,26.96,Overweight,Fat Loss
57,Male,154.9,90.7,High Activity,25.0,10.0,37.79,Obese,Fat Loss
53,Female,170.2,68.0,High Activity,10.0,0.0,23.49,Normal,Fat Loss
26,Female,170.2,61.2,High Activity,10.0,5.0,21.14,Normal,Fat Loss
34,Male,188.0,121.6,Low Activity,2.0,1.0,34.41,Obese,Fat Loss
34,Female,165.1,65.8,High Activity,3.0,5.0,24.13,Normal,Fat Loss
46,Male,154.9,106.6,High Activity,7.0,0.0,44.4,Obese,Fat Loss
55,Female,165.1,86.2,High Activity,7.0,0.0,31.62,Obese,Fat Loss
62,Male,182.9,104.3,High Activity,20.0,6.0,31.19,Obese,Fat Loss
54,Female,154.9,72.6,Moderate Activity,4.0,1.0,30.23,Obese,Fat Loss
55,Male,172.7,86.2,Moderate Activity,4.0,2.0,28.89,Overweight,Fat Loss
48,Male,154.9,111.1,High Activity,24.0,24.0,46.29,Obese,Fat Loss
46,Female,162.6,61.2,High Activity,40.0,0.0,23.17,Normal,Fat Loss
22,Female,162.6,77.1,High Activity,24.0,0.0,29.18,Overweight,Fat Loss
18,Female,154.9,54.4,High Activity,20.0,6.0,22.67,Normal,Fat Loss
59,Male,180.3,88.5,High Activity,15.0,5.0,27.2,Overweight,Fat Loss
59,Female,162.6,59.0,High Activity,20.0,5.0,22.31,Normal,Fat Loss
62,Male,154.9,78.9,Low Activity,0.0,0.0,32.88,Obese,Fat Loss
55,Female,167.6,79.4,Moderate Activity,4.0,2.0,28.25,Overweight,Fat Loss
56,Male,172.7,77.1,High Activity,8.0,3.0,25.85,Overweight,Fat Loss
52,Male,180.3,77.1,High Activity,30.0,25.0,23.71,Normal,Fat Loss
50,Male,170.2,113.4,High Activity,5.0,2.0,39.16,Obese,Fat Loss
45,Female,162.6,90.7,High Activity,5.0,0.0,34.33,Obese,Fat Loss
54,Male,182.9,79.4,High Activity,20.0,2.0,23.73,Normal,Fat Loss
39,Female,180.3,74.8,High Activity,5.0,10.0,23.01,Normal,Fat Loss
55,Female,157.5,53.5,Low Activity,1.0,0.0,21.58,Normal,Fat Loss
20,Female,157.5,55.3,Moderate Activity,3.0,0.0,22.31,Normal,Fat Loss
47,Male,195.6,113.4,High Activity,5.0,0.0,29.65,Overweight,Fat Loss
21,Female,160.0,62.1,High Activity,8.0,5.0,24.27,Normal,Fat Loss
46,Female,162.6,80.3,High Activity,10.0,7.0,30.38,Obese,Fat Loss
64,Female,170.2,63.0,High Activity,5.0,0.0,21.77,Normal,Fat Loss
48,Male,175.3,78.0,High Activity,5.0,2.0,25.4,Overweight,Fat Loss
46,Female,162.6,56.7,High Activity,10.0,0.0,21.46,Normal,Fat Loss
47,Male,185.4,81.6,High Activity,30.0,15.0,23.75,Normal,Fat Loss
39,Female,154.9,61.2,High Activity,30.0,8.0,25.51,Overweight,Fat Loss
64,Female,157.5,59.0,High Activity,14.0,0.0,23.78,Normal,Fat Loss
49,Female,167.6,65.8,High Activity,10.0,0.0,23.4,Normal,Fat Loss
64,Male,185.4,90.7,High Activity,20.0,10.0,26.39,Overweight,Fat Loss
62,Female,167.6,63.5,High Activity,30.0,15.0,22.6,Normal,Fat Loss
64,Female,162.6,53.5,High Activity,30.0,6.0,20.25,Normal,Fat Loss
49,Female,157.5,47.6,High Activity,5.0,0.0,19.2,Normal,Fat Loss
22,Female,165.1,52.2,High Activity,10.0,10.0,19.14,Normal,Fat Loss
19,Male,185.4,81.6,Low Activity,2.0,0.0,23.75,Normal,Fat Loss
38,Male,185.4,104.3,High Activity,60.0,0.0,30.34,Obese,Fat Loss
64,Female,165.1,74.4,High Activity,30.0,0.0,27.29,Overweight,Fat Loss
48,Female,172.7,131.5,Moderate Activity,4.0,0.0,44.09,Obese,Fat Loss
58,Male,185.4,140.6,Moderate Activity,4.0,0.0,40.9,Obese,Fat Loss
31,Male,154.9,72.6,Low Activity,2.0,0.0,30.23,Obese,Fat Loss
41,Female,167.6,90.7,Moderate Activity,2.0,2.0,32.28,Obese,Fat Loss
65,Female,154.9,88.5,High Activity,5.0,0.0,36.84,Obese,Fat Loss
55,Male,154.9,129.3,High Activity,5.0,40.0,53.85,Obese,Fat Loss
55,Female,154.9,55.3,High Activity,20.0,40.0,23.05,Normal,Fat Loss
23,Male,170.2,81.6,High Activity,20.0,0.0,28.19,Overweight,Fat Loss
25,Female,160.0,81.6,High Activity,20.0,0.0,31.89,Obese,Fat Loss
48,Male,180.3,97.5,Moderate Activity,3.0,2.0,29.99,Overweight,Fat Loss
47,Female,175.3,83.9,Moderate Activity,4.0,1.0,27.32,Overweight,Fat Loss
53,Male,190.5,99.8,High Activity,6.0,0.0,27.5,Overweight,Fat Loss
50,Female,157.5,72.6,Moderate Activity,3.0,0.0,29.26,Overweight,Fat Loss
25,Male,182.9,77.1,Moderate Activity,4.0,2.0,23.06,Normal,Fat Loss
56,Male,185.4,99.8,High Activity,10.0,5.0,29.03,Overweight,Fat Loss
57,Female,172.7,72.6,High Activity,7.0,5.0,24.33,Normal,Fat Loss
43,Male,185.4,86.2,High Activity,10.0,0.0,25.07,Overweight,Fat Loss
49,Female,162.6,79.8,High Activity,12.0,0.0,30.21,Obese,Fat Loss
30,Female,170.2,68.0,Low Activity,2.0,0.0,23.49,Normal,Fat Loss
35,Male,182.9,95.3,Moderate Activity,4.0,0.0,28.48,Overweight,Fat Loss
60,Male,180.3,99.8,High Activity,15.0,5.0,30.68,Obese,Fat Loss
58,Female,167.6,72.6,High Activity,10.0,0.0,25.82,Overweight,Fat Loss
53,Male,198.1,99.8,High Activity,10.0,1.0,25.42,Overweight,Fat Loss
39,Male,154.9,86.2,High Activity,15.0,5.0,35.9,Obese,Fat Loss
37,Female,157.5,68.0,High Activity,10.0,0.0,27.44,Overweight,Fat Loss
32,Male,154.9,77.1,High Activity,15.0,11.0,32.12,Obese,Fat Loss
39,Male,170.2,70.3,High Activity,8.0,3.0,24.28,Normal,Fat Loss
65,Male,188.0,86.2,High Activity,10.0,0.0,24.39,Normal,Fat Loss
62,Female,162.6,54.4,High Activity,10.0,0.0,20.6,Normal,Fat Loss
61,Male,170.2,88.5,High Activity,30.0,0.0,30.54,Obese,Fat Loss
56,Female,162.6,59.0,High Activity,20.0,0.0,22.31,Normal,Fat Loss
62,Female,165.1,61.2,High Activity,20.0,0.0,22.46,Normal,Fat Loss
45,Male,188.0,88.5,Moderate Activity,3.0,1.0,25.04,Overweight,Fat Loss
47,Female,172.7,67.1,High Activity,10.0,4.0,22.5,Normal,Fat Loss
29,Male,188.0,88.5,High Activity,4.0,4.0,25.04,Overweight,Fat Loss
32,Female,175.3,54.4,High Activity,4.0,4.0,17.72,Underweight,Fat Loss
57,Male,182.9,93.0,High Activity,5.0,0.0,27.8,Overweight,Fat Loss
45,Female,170.2,70.3,Moderate Activity,3.0,0.0,24.28,Normal,Fat Loss
64,Male,188.0,90.7,High Activity,10.0,0.0,25.68,Overweight,Fat Loss
60,Female,170.2,59.0,High Activity,10.0,0.0,20.36,Normal,Fat Loss
33,Female,170.2,63.5,High Activity,17.0,2.0,21.93,Normal,Fat Loss
33,Male,182.9,61.2,High Activity,12.0,0.0,18.31,Underweight,Fat Loss
49,Male,170.2,108.9,High Activity,40.0,4.0,37.59,Obese,Fat Loss
49,Female,162.6,81.6,High Activity,15.0,0.0,30.9,Obese,Fat Loss
36,Male,185.4,145.1,High Activity,8.0,2.0,42.22,Obese,Fat Loss
37,Female,167.6,81.6,High Activity,12.0,0.0,29.05,Overweight,Fat Loss
60,Male,154.9,70.3,High Activity,15.0,5.0,29.29,Overweight,Fat Loss
41,Female,170.2,63.5,High Activity,15.0,0.0,21.93,Normal,Fat Loss
27,Female,167.6,86.2,High Activity,10.0,0.0,30.67,Obese,Fat Loss
30,Male,185.4,83.9,High Activity,8.0,0.0,24.41,Normal,Fat Loss
40,Male,170.2,86.2,High Activity,0.0,40.0,29.76,Overweight,Fat Loss
40,Female,160.0,54.4,High Activity,30.0,0.0,21.26,Normal,Fat Loss
43,Male,180.3,81.6,High Activity,5.0,2.0,25.1,Overweight,Fat Loss
42,Female,160.0,54.4,High Activity,5.0,0.0,21.26,Normal,Fat Loss
50,Male,190.5,127.0,High Activity,0.0,45.0,35.0,Obese,Fat Loss
47,Female,172.7,59.0,High Activity,30.0,10.0,19.77,Normal,Fat Loss
20,Female,170.2,49.9,High Activity,10.0,15.0,17.23,Underweight,Fat Loss
44,Male,175.3,79.4,High Activity,25.0,3.0,25.84,Overweight,Fat Loss
44,Female,175.3,73.9,High Activity,15.0,0.0,24.07,Normal,Fat Loss
62,Female,157.5,57.2,High Activity,9.0,0.0,23.05,Normal,Fat Loss
64,Male,182.9,83.9,High Activity,9.0,0.0,25.09,Overweight,Fat Loss
44,Male,175.3,102.1,High Activity,8.0,0.0,33.23,Obese,Fat Loss
59,Male,180.3,77.1,High Activity,40.0,10.0,23.71,Normal,Fat Loss
33,Male,180.3,113.4,High Activity,35.0,2.0,34.87,Obese,Fat Loss
29,Female,162.6,90.7,High Activity,20.0,1.0,34.33,Obese,Fat Loss
45,Male,154.9,68.0,High Activity,40.0,40.0,28.34,Overweight,Fat Loss
36,Male,188.0,83.9,High Activity,5.0,2.0,23.75,Normal,Fat Loss
33,Female,170.2,59.0,Low Activity,1.0,1.0,20.36,Normal,Fat Loss
55,Female,154.9,45.4,High Activity,5.0,0.0,18.89,Normal,Fat Loss
35,Male,154.9,79.4,High Activity,5.0,25.0,33.07,Obese,Fat Loss
27,Female,162.6,48.5,High Activity,55.0,5.0,18.37,Underweight,Fat Loss
27,Male,154.9,83.9,High Activity,55.0,6.0,34.96,Obese,Fat Loss
36,Male,188.0,106.6,High Activity,40.0,0.0,30.17,Obese,Fat Loss
37,Female,157.5,59.0,High Activity,70.0,1.0,23.78,Normal,Fat Loss
65,Female,167.6,72.6,Moderate Activity,4.0,0.0,25.82,Overweight,Fat Loss
58,Female,154.9,83.9,Low Activity,2.0,0.0,34.96,Obese,Fat Loss
45,Male,154.9,83.9,High Activity,15.0,0.0,34.96,Obese,Fat Loss
46,Female,154.9,86.2,High Activity,10.0,0.0,35.9,Obese,Fat Loss
54,Male,154.9,86.2,High Activity,7.0,1.0,35.9,Obese,Fat Loss
44,Male,167.6,74.8,High Activity,10.0,2.0,26.63,Overweight,Fat Loss
45,Female,167.6,61.2,High Activity,5.0,2.0,21.79,Normal,Fat Loss
60,Male,182.9,113.4,High Activity,15.0,5.0,33.91,Obese,Fat Loss
60,Female,170.2,72.6,High Activity,40.0,0.0,25.06,Overweight,Fat Loss
35,Male,154.9,88.5,Moderate Activity,3.0,0.0,36.84,Obese,Fat Loss
30,Female,180.3,81.6,High Activity,50.0,10.0,25.1,Overweight,Fat Loss
29,Male,182.9,111.1,High Activity,30.0,10.0,33.23,Obese,Fat Loss
65,Female,165.1,61.2,High Activity,35.0,0.0,22.46,Normal,Fat Loss
54,Male,172.7,90.7,High Activity,40.0,0.0,30.41,Obese,Fat Loss
65,Male,185.4,74.8,High Activity,15.0,0.0,21.77,Normal,Fat Loss
27,Male,182.9,142.9,High Activity,5.0,1.0,42.72,Obese,Fat Loss
46,Male,175.3,72.6,High Activity,10.0,0.0,23.63,Normal,Fat Loss
45,Female,157.5,56.7,High Activity,10.0,0.0,22.86,Normal,Fat Loss
18,Female,162.6,54.4,Low Activity,2.0,0.0,20.6,Normal,Fat Loss
41,Female,154.9,50.8,High Activity,7.0,2.0,21.16,Normal,Fat Loss
50,Male,195.6,81.6,High Activity,40.0,10.0,21.34,Normal,Fat Loss
58,Male,180.3,86.2,High Activity,10.0,0.0,26.5,Overweight,Fat Loss
57,Female,170.2,90.7,High Activity,10.0,0.0,31.32,Obese,Fat Loss
65,Female,175.3,72.6,High Activity,20.0,6.0,23.63,Normal,Fat Loss
30,Female,180.3,72.6,High Activity,10.0,8.0,22.32,Normal,Fat Loss
63,Female,167.6,63.5,High Activity,3.0,10.0,22.6,Normal,Fat Loss
48,Female,157.5,81.6,High Activity,8.0,2.0,32.92,Obese,Fat Loss
49,Male,172.7,63.5,High Activity,8.0,2.0,21.29,Normal,Fat Loss
19,Female,175.3,68.9,Low Activity,2.0,0.0,22.45,Normal,Fat Loss
57,Male,167.6,59.4,High Activity,8.0,1.0,21.14,Normal,Fat Loss
61,Female,172.7,86.2,High Activity,5.0,1.0,28.89,Overweight,Fat Loss
63,Male,182.9,113.4,High Activity,10.0,5.0,33.91,Obese,Fat Loss
45,Male,172.7,97.5,High Activity,3.0,4.0,32.69,Obese,Fat Loss
43,Female,162.6,56.7,High Activity,5.0,2.0,21.46,Normal,Fat Loss
19,Female,167.6,54.4,High Activity,6.0,4.0,19.37,Normal,Fat Loss
18,Male,172.7,72.6,High Activity,3.0,10.0,24.33,Normal,Fat Loss
51,Female,167.6,52.2,High Activity,14.0,0.0,18.56,Normal,Fat Loss
53,Male,175.3,90.7,Low Activity,0.0,0.0,29.53,Overweight,Fat Loss
50,Female,172.7,86.2,Low Activity,0.0,0.0,28.89,Overweight,Fat Loss
21,Female,160.0,90.7,Moderate Activity,4.0,0.0,35.43,Obese,Fat Loss
50,Female,172.7,95.3,High Activity,18.0,3.0,31.93,Obese,Fat Loss
33,Male,182.9,136.1,Low Activity,0.0,0.0,40.69,Obese,Fat Loss
34,Female,160.0,81.6,High Activity,6.0,0.0,31.89,Obese,Fat Loss
55,Male,154.9,131.5,High Activity,48.0,10.0,54.79,Obese,Fat Loss
54,Female,154.9,90.7,High Activity,48.0,0.0,37.79,Obese,Fat Loss
29,Male,193.0,145.1,High Activity,30.0,0.0,38.95,Obese,Fat Loss
54,Male,190.5,99.8,High Activity,15.0,10.0,27.5,Overweight,Fat Loss
51,Female,175.3,52.2,High Activity,10.0,10.0,16.98,Underweight,Fat Loss
23,Male,188.0,88.5,High Activity,10.0,0.0,25.04,Overweight,Fat Loss
61,Female,157.5,81.6,High Activity,40.0,0.0,32.92,Obese,Fat Loss
39,Male,188.0,95.3,Moderate Activity,1.0,2.0,26.96,Overweight,Fat Loss
39,Female,165.1,90.7,Low Activity,0.0,0.0,33.28,Obese,Fat Loss
29,Male,180.3,89.4,High Activity,20.0,11.0,27.48,Overweight,Fat Loss
27,Female,162.6,64.4,High Activity,8.0,2.0,24.37,Normal,Fat Loss
65,Male,175.3,72.6,High Activity,10.0,0.0,23.63,Normal,Fat Loss
65,Female,157.5,61.2,High Activity,5.0,0.0,24.69,Normal,Fat Loss
56,Female,170.2,79.4,High Activity,72.0,7.0,27.41,Overweight,Fat Loss
58,Male,154.9,86.2,High Activity,20.0,40.0,35.9,Obese,Fat Loss
65,Male,172.7,108.9,High Activity,25.0,0.0,36.49,Obese,Fat Loss
60,Female,157.5,72.6,High Activity,25.0,0.0,29.26,Overweight,Fat Loss
62,Male,154.9,81.6,Moderate Activity,3.0,0.0,34.01,Obese,Fat Loss
60,Female,165.1,63.5,Low Activity,2.0,0.0,23.3,Normal,Fat Loss
44,Male,165.1,56.7,High Activity,30.0,10.0,20.8,Normal,Fat Loss
30,Male,180.3,90.7,High Activity,10.0,6.0,27.89,Overweight,Fat Loss
44,Male,185.4,92.5,High Activity,10.0,4.0,26.91,Overweight,Fat Loss
49,Female,165.1,61.2,High Activity,6.0,2.0,22.46,Normal,Fat Loss
46,Male,154.9,122.5,High Activity,40.0,10.0,51.02,Obese,Fat Loss
42,Female,172.7,72.6,High Activity,20.0,5.0,24.33,Normal,Fat Loss
18,Female,170.2,49.9,High Activity,60.0,5.0,17.23,Underweight,Fat Loss
48,Male,172.7,127.0,High Activity,80.0,20.0,42.57,Obese,Fat Loss
42,Female,172.7,81.6,High Activity,40.0,10.0,27.37,Overweight,Fat Loss
21,Male,154.9,99.8,High Activity,60.0,20.0,41.57,Obese,Fat Loss
37,Male,188.0,97.5,High Activity,0.0,8.0,27.6,Overweight,Fat Loss
45,Male,154.9,93.0,Low Activity,0.0,0.0,38.73,Obese,Fat Loss
50,Male,182.9,93.0,High Activity,0.0,8.0,27.8,Overweight,Fat Loss
47,Male,175.3,108.9,Low Activity,0.0,0.0,35.44,Obese,Fat Loss
58,Female,167.6,65.8,Low Activity,0.0,0.0,23.4,Normal,Fat Loss
62,Male,172.7,81.6,High Activity,20.0,0.0,27.37,Overweight,Fat Loss
58,Female,160.0,83.0,High Activity,6.0,0.0,32.42,Obese,Fat Loss
59,Male,172.7,81.6,High Activity,5.0,1.0,27.37,Overweight,Fat Loss
56,Female,162.6,68.0,High Activity,5.0,0.0,25.75,Overweight,Fat Loss
26,Female,162.6,54.4,High Activity,10.0,0.0,20.6,Normal,Fat Loss
55,Male,190.5,117.9,High Activity,8.0,0.0,32.5,Obese,Fat Loss
58,Male,182.9,104.3,Low Activity,0.0,0.0,31.19,Obese,Fat Loss
63,Female,167.6,80.3,High Activity,35.0,0.0,28.57,Overweight,Fat Loss
25,Female,170.2,86.2,High Activity,6.0,0.0,29.76,Overweight,Fat Loss
25,Male,188.0,106.6,High Activity,20.0,2.0,30.17,Obese,Fat Loss
46,Male,167.6,90.7,High Activity,10.0,4.0,32.28,Obese,Fat Loss
42,Female,167.6,72.6,High Activity,28.0,2.0,25.82,Overweight,Fat Loss
63,Male,188.0,85.3,High Activity,6.0,1.0,24.14,Normal,Fat Loss
64,Female,152.4,65.8,Low Activity,0.0,0.0,28.32,Overweight,Fat Loss
61,Female,157.5,59.0,High Activity,7.0,0.0,23.78,Normal,Fat Loss
24,Female,160.0,68.0,High Activity,20.0,0.0,26.57,Overweight,Fat Loss
24,Male,195.6,108.9,High Activity,10.0,20.0,28.46,Overweight,Fat Loss
52,Male,185.4,86.2,High Activity,10.0,1.0,25.07,Overweight,Fat Loss
51,Female,157.5,57.2,High Activity,10.0,1.0,23.05,Normal,Fat Loss
42,Male,175.3,71.7,High Activity,17.0,4.0,23.33,Normal,Fat Loss
41,Female,167.6,59.0,High Activity,25.0,4.0,20.98,Normal,Fat Loss
54,Female,162.6,65.8,Moderate Activity,3.0,0.0,24.89,Normal,Fat Loss
19,Female,162.6,72.6,High Activity,7.0,0.0,27.46,Overweight,Fat Loss
61,Male,154.9,102.1,High Activity,10.0,0.0,42.51,Obese,Fat Loss
60,Female,170.2,77.1,High Activity,10.0,0.0,26.63,Overweight,Fat Loss
46,Female,165.1,113.4,High Activity,7.0,0.0,41.6,Obese,Fat Loss
38,Male,180.3,108.9,High Activity,7.0,3.0,33.47,Obese,Fat Loss
65,Male,180.3,87.5,High Activity,20.0,0.0,26.92,Overweight,Fat Loss
37,Female,160.0,63.5,Moderate Activity,2.0,2.0,24.8,Normal,Fat Loss
34,Male,172.7,99.8,Moderate Activity,2.0,2.0,33.45,Obese,Fat Loss
55,Male,170.2,90.7,Moderate Activity,3.0,1.0,31.32,Obese,Fat Loss
65,Female,157.5,72.6,High Activity,6.0,0.0,29.26,Overweight,Fat Loss
46,Male,182.9,91.2,High Activity,10.0,20.0,27.26,Overweight,Fat Loss
45,Female,162.6,81.6,High Activity,25.0,5.0,30.9,Obese,Fat Loss
30,Male,185.4,78.0,High Activity,4.0,3.0,22.69,Normal,Fat Loss
29,Female,167.6,77.1,High Activity,9.0,0.0,27.44,Overweight,Fat Loss
60,Male,172.7,74.8,High Activity,0.0,6.0,25.09,Overweight,Fat Loss
57,Female,165.1,95.3,High Activity,5.0,0.0,34.95,Obese,Fat Loss
44,Male,190.5,129.3,High Activity,40.0,30.0,35.62,Obese,Fat Loss
60,Male,182.9,99.8,Moderate Activity,4.0,2.0,29.84,Overweight,Fat Loss
60,Female,162.6,74.8,Low Activity,2.0,1.0,28.32,Overweight,Fat Loss
57,Female,162.6,50.8,High Activity,8.0,0.0,19.22,Normal,Fat Loss
45,Female,162.6,68.0,High Activity,12.0,0.0,25.75,Overweight,Fat Loss
47,Female,170.2,61.2,High Activity,18.0,3.0,21.14,Normal,Fat Loss
61,Male,154.9,117.9,High Activity,40.0,10.0,49.13,Obese,Fat Loss
49,Female,180.3,113.4,High Activity,60.0,10.0,34.87,Obese,Fat Loss
25,Male,193.0,124.7,High Activity,20.0,10.0,33.47,Obese,Fat Loss
57,Male,182.9,86.2,High Activity,10.0,0.0,25.77,Overweight,Fat Loss
56,Female,162.6,136.1,Low Activity,2.0,0.0,51.49,Obese,Fat Loss
52,Male,180.3,88.5,High Activity,7.0,0.0,27.2,Overweight,Fat Loss
54,Female,154.9,56.7,High Activity,7.0,0.0,23.62,Normal,Fat Loss
62,Male,154.9,108.9,Low Activity,0.0,0.0,45.35,Obese,Fat Loss
61,Female,165.1,63.5,High Activity,8.0,0.0,23.3,Normal,Fat Loss
42,Female,154.9,113.4,High Activity,8.0,1.0,47.24,Obese,Fat Loss
30,Female,154.9,45.4,High Activity,21.0,35.0,18.89,Normal,Fat Loss
31,Male,182.9,97.5,High Activity,6.0,2.0,29.16,Overweight,Fat Loss
32,Female,167.6,72.6,Moderate Activity,4.0,0.0,25.82,Overweight,Fat Loss
61,Male,154.9,95.3,High Activity,25.0,5.0,39.68,Obese,Fat Loss
60,Female,165.1,83.9,High Activity,35.0,0.0,30.79,Obese,Fat Loss
54,Male,170.2,81.6,Low Activity,2.0,0.0,28.19,Overweight,Fat Loss
34,Male,180.3,104.3,High Activity,5.0,1.0,32.08,Obese,Fat Loss
33,Male,170.2,65.8,High Activity,7.0,3.0,22.71,Normal,Fat Loss
30,Female,154.9,72.6,High Activity,7.0,0.0,30.23,Obese,Fat Loss
63,Male,175.3,104.3,High Activity,14.0,0.0,33.96,Obese,Fat Loss
61,Female,167.6,68.0,High Activity,14.0,0.0,24.21,Normal,Fat Loss
33,Male,180.3,108.9,High Activity,21.0,0.0,33.47,Obese,Fat Loss
65,Female,167.6,113.4,High Activity,10.0,0.0,40.35,Obese,Fat Loss
40,Male,190.5,99.8,High Activity,40.0,0.0,27.5,Overweight,Fat Loss
38,Female,162.6,68.0,High Activity,36.0,0.0,25.75,Overweight,Fat Loss
25,Male,182.9,90.7,High Activity,50.0,8.0,27.12,Overweight,Fat Loss
25,Female,152.4,47.6,High Activity,25.0,2.0,20.51,Normal,Fat Loss
62,Male,170.2,49.9,High Activity,10.0,0.0,17.23,Underweight,Fat Loss
57,Female,157.5,95.3,High Activity,10.0,0.0,38.41,Obese,Fat Loss
53,Male,162.6,59.0,High Activity,30.0,6.0,22.31,Normal,Fat Loss
29,Female,188.0,90.7,High Activity,20.0,8.0,25.68,Overweight,Fat Loss
44,Male,182.9,140.6,High Activity,5.0,1.0,42.04,Obese,Fat Loss
56,Male,180.3,104.3,High Activity,7.0,1.0,32.08,Obese,Fat Loss
55,Female,167.6,58.5,High Activity,7.0,1.0,20.82,Normal,Fat Loss
55,Male,182.9,104.3,Low Activity,2.0,0.0,31.19,Obese,Fat Loss
52,Male,180.3,88.5,High Activity,8.0,0.0,27.2,Overweight,Fat Loss
54,Female,162.6,59.0,High Activity,8.0,0.0,22.31,Normal,Fat Loss
53,Male,154.9,104.3,High Activity,15.0,0.0,43.46,Obese,Fat Loss
53,Male,162.6,81.6,High Activity,21.0,0.0,30.9,Obese,Fat Loss
55,Male,185.4,111.1,High Activity,20.0,6.0,32.32,Obese,Fat Loss
52,Female,170.2,58.1,High Activity,20.0,0.0,20.05,Normal,Fat Loss
48,Male,185.4,113.4,High Activity,10.0,2.0,32.98,Obese,Fat Loss
49,Female,175.3,63.5,High Activity,10.0,1.0,20.67,Normal,Fat Loss
35,Male,180.3,74.8,High Activity,20.0,5.0,23.01,Normal,Fat Loss
33,Female,160.0,52.2,High Activity,20.0,0.0,20.37,Normal,Fat Loss
35,Male,167.6,90.7,High Activity,40.0,2.0,32.28,Obese,Fat Loss
35,Female,172.7,83.9,High Activity,40.0,6.0,28.13,Overweight,Fat Loss
53,Female,157.5,63.0,High Activity,20.0,8.0,25.42,Overweight,Fat Loss
48,Male,188.0,95.3,High Activity,14.0,2.0,26.96,Overweight,Fat Loss
52,Male,172.7,58.1,High Activity,50.0,0.0,19.46,Normal,Fat Loss
48,Male,175.3,95.3,High Activity,20.0,60.0,31.01,Obese,Fat Loss
47,Female,167.6,108.9,High Activity,60.0,10.0,38.74,Obese,Fat Loss
18,Female,170.2,59.0,High Activity,30.0,10.0,20.36,Normal,Fat Loss
55,Male,154.9,88.5,High Activity,7.0,5.0,36.84,Obese,Fat Loss
52,Female,160.0,77.1,High Activity,5.0,0.0,30.11,Obese,Fat Loss
25,Female,172.7,70.3,High Activity,5.0,2.0,23.57,Normal,Fat Loss
20,Female,160.0,56.7,High Activity,5.0,1.0,22.14,Normal,Fat Loss
35,Female,160.0,59.0,Moderate Activity,3.0,2.0,23.03,Normal,Fat Loss
30,Male,190.5,149.7,Moderate Activity,3.0,1.0,41.25,Obese,Fat Loss
